starttime	seconds	ctime	dtime	ttime	wait
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	38
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	53
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	38
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	39
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	41
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	54
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	56
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	64
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	40
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	42
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	43
Fri Feb 28 10:34:54 2025	1740713694	3	71	73	38
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	57
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	60
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	25
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	58
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	26
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	29
Fri Feb 28 10:34:52 2025	1740713692	3	70	73	40
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	46
Fri Feb 28 10:34:54 2025	1740713694	2	71	73	48
Fri Feb 28 10:34:58 2025	1740713698	2	72	73	54
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	20
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	40
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	44
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	59
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	29
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	21
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	18
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	19
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	28
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	18
Fri Feb 28 10:34:54 2025	1740713694	3	71	73	39
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	45
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	46
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	18
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	19
Fri Feb 28 10:34:54 2025	1740713694	3	71	73	39
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:54 2025	1740713694	3	71	73	40
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	41
Fri Feb 28 10:34:54 2025	1740713694	3	71	73	39
Fri Feb 28 10:34:56 2025	1740713696	4	69	73	46
Fri Feb 28 10:34:54 2025	1740713694	3	71	73	47
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	41
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	42
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	43
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	24
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	20
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	21
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	22
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	22
Fri Feb 28 10:34:50 2025	1740713690	3	71	73	23
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	44
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	24
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	17
Fri Feb 28 10:34:56 2025	1740713696	4	69	73	45
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	24
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	25
Fri Feb 28 10:34:50 2025	1740713690	3	70	73	24
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	21
Fri Feb 28 10:34:58 2025	1740713698	1	72	73	55
Fri Feb 28 10:34:50 2025	1740713690	3	71	73	23
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	28
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	24
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	17
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	15
Fri Feb 28 10:34:56 2025	1740713696	4	69	73	45
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	24
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	11
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	16
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	28
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	28
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	15
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	16
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	27
Fri Feb 28 10:34:56 2025	1740713696	4	69	73	44
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	16
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	14
Fri Feb 28 10:34:52 2025	1740713692	3	70	73	41
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	27
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	11
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	14
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	28
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	27
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	28
Fri Feb 28 10:34:50 2025	1740713690	1	73	73	13
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	12
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	13
Fri Feb 28 10:34:54 2025	1740713694	1	72	73	27
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	12
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	27
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	14
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	26
Fri Feb 28 10:34:58 2025	1740713698	1	72	73	55
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	26
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	27
Fri Feb 28 10:34:52 2025	1740713692	3	70	73	41
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	28
Fri Feb 28 10:34:54 2025	1740713694	4	70	73	25
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	26
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	25
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	26
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	12
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	26
Fri Feb 28 10:34:56 2025	1740713696	4	69	73	44
Fri Feb 28 10:34:54 2025	1740713694	4	70	73	25
Fri Feb 28 10:35:00 2025	1740713700	2	72	73	55
Fri Feb 28 10:35:00 2025	1740713700	2	72	73	56
Fri Feb 28 10:34:54 2025	1740713694	4	70	73	32
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	26
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	29
Fri Feb 28 10:34:56 2025	1740713696	4	69	73	43
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	25
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	29
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	25
Fri Feb 28 10:34:54 2025	1740713694	4	69	73	30
Fri Feb 28 10:35:00 2025	1740713700	1	72	73	56
Fri Feb 28 10:34:54 2025	1740713694	4	70	73	31
Fri Feb 28 10:34:54 2025	1740713694	4	70	73	32
Fri Feb 28 10:34:56 2025	1740713696	5	69	73	42
Fri Feb 28 10:34:56 2025	1740713696	5	68	73	40
Fri Feb 28 10:34:58 2025	1740713698	1	72	73	56
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	25
Fri Feb 28 10:34:56 2025	1740713696	5	68	73	41
Fri Feb 28 10:35:00 2025	1740713700	2	72	73	55
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	51
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	52
Fri Feb 28 10:34:52 2025	1740713692	3	70	73	41
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	51
Fri Feb 28 10:35:00 2025	1740713700	3	71	73	51
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	54
Fri Feb 28 10:34:56 2025	1740713696	5	69	73	42
Fri Feb 28 10:35:00 2025	1740713700	3	71	73	50
Fri Feb 28 10:35:00 2025	1740713700	3	71	73	50
Fri Feb 28 10:35:00 2025	1740713700	1	72	73	57
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	24
Fri Feb 28 10:34:56 2025	1740713696	5	68	73	39
Fri Feb 28 10:34:52 2025	1740713692	3	71	73	42
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	23
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	53
Fri Feb 28 10:35:00 2025	1740713700	1	72	73	57
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	24
Fri Feb 28 10:34:56 2025	1740713696	5	68	73	39
Fri Feb 28 10:34:58 2025	1740713698	1	72	73	56
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	64
Fri Feb 28 10:34:54 2025	1740713694	1	73	73	24
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	60
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	64
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	23
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	34
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	56
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	22
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	53
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	35
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	55
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	54
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	49
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	64
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	22
Fri Feb 28 10:34:54 2025	1740713694	4	70	73	33
Fri Feb 28 10:34:56 2025	1740713696	5	68	73	38
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	52
Fri Feb 28 10:34:58 2025	1740713698	1	72	73	57
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	63
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	64
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	49
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	54
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	58
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	51
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	56
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	34
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	55
Fri Feb 28 10:34:54 2025	1740713694	3	70	73	36
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	21
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	53
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	54
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	53
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	52
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	51
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	20
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	21
Fri Feb 28 10:34:56 2025	1740713696	5	68	73	37
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	20
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	50
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	50
Fri Feb 28 10:34:52 2025	1740713692	3	71	73	42
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	49
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	17
Fri Feb 28 10:34:56 2025	1740713696	5	68	73	37
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	49
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	12
Fri Feb 28 10:34:58 2025	1740713698	1	72	73	57
Fri Feb 28 10:35:00 2025	1740713700	1	72	73	58
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	18
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	20
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	18
Fri Feb 28 10:34:52 2025	1740713692	3	71	73	43
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	19
Fri Feb 28 10:34:54 2025	1740713694	0	73	73	19
Fri Feb 28 10:34:50 2025	1740713690	1	73	73	15
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	14
Fri Feb 28 10:34:50 2025	1740713690	1	73	73	16
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	19
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	14
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	20
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	24
Fri Feb 28 10:34:50 2025	1740713690	1	73	73	15
Fri Feb 28 10:34:50 2025	1740713690	1	73	73	17
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	18
Fri Feb 28 10:34:56 2025	1740713696	6	68	73	36
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	12
Fri Feb 28 10:34:50 2025	1740713690	1	73	73	16
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	18
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	21
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	23
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	21
Fri Feb 28 10:34:50 2025	1740713690	3	71	73	48
Fri Feb 28 10:34:50 2025	1740713690	0	73	73	13
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	22
Fri Feb 28 10:34:50 2025	1740713690	1	73	73	17
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	19
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	24
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	20
Fri Feb 28 10:34:50 2025	1740713690	1	72	73	21
Fri Feb 28 10:34:50 2025	1740713690	1	73	73	17
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	50
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	22
Fri Feb 28 10:34:50 2025	1740713690	2	72	73	23
Fri Feb 28 10:34:50 2025	1740713690	2	71	73	24
Fri Feb 28 10:34:52 2025	1740713692	2	71	73	44
Fri Feb 28 10:34:56 2025	1740713696	6	68	73	35
Fri Feb 28 10:35:00 2025	1740713700	1	72	73	58
Fri Feb 28 10:34:52 2025	1740713692	3	71	73	43
Fri Feb 28 10:35:00 2025	1740713700	0	73	73	44
Fri Feb 28 10:35:00 2025	1740713700	2	71	73	50
Fri Feb 28 10:34:58 2025	1740713698	1	72	73	58
Fri Feb 28 10:34:50 2025	1740713690	3	71	73	48
Fri Feb 28 10:35:00 2025	1740713700	1	72	73	59
Fri Feb 28 10:34:52 2025	1740713692	2	71	74	44
Fri Feb 28 10:34:50 2025	1740713690	2	71	74	25
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	47
Fri Feb 28 10:34:50 2025	1740713690	2	71	74	25
Fri Feb 28 10:34:52 2025	1740713692	2	71	74	45
Fri Feb 28 10:34:56 2025	1740713696	6	68	74	35
Fri Feb 28 10:35:00 2025	1740713700	2	72	74	50
Fri Feb 28 10:34:58 2025	1740713698	1	72	74	58
Fri Feb 28 10:35:00 2025	1740713700	1	72	74	59
Fri Feb 28 10:35:00 2025	1740713700	0	73	74	52
Fri Feb 28 10:34:50 2025	1740713690	2	71	74	26
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	47
Fri Feb 28 10:34:50 2025	1740713690	2	71	74	27
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	61
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	52
Fri Feb 28 10:34:56 2025	1740713696	6	68	74	34
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	60
Fri Feb 28 10:35:00 2025	1740713700	2	72	74	50
Fri Feb 28 10:34:52 2025	1740713692	2	71	74	45
Fri Feb 28 10:34:58 2025	1740713698	1	73	74	59
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	51
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	61
Fri Feb 28 10:34:50 2025	1740713690	2	71	74	27
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	63
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	62
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	39
Fri Feb 28 10:34:52 2025	1740713692	2	71	74	46
Fri Feb 28 10:35:00 2025	1740713700	1	72	74	51
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	51
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	46
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	36
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	40
Fri Feb 28 10:34:56 2025	1740713696	6	68	74	34
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	41
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	41
Fri Feb 28 10:34:58 2025	1740713698	1	73	74	59
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	42
Fri Feb 28 10:34:53 2025	1740713693	1	73	74	57
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	43
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	43
Fri Feb 28 10:34:53 2025	1740713693	1	73	74	59
Fri Feb 28 10:35:00 2025	1740713700	1	73	74	63
Fri Feb 28 10:34:54 2025	1740713694	3	70	74	36
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	37
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	38
Fri Feb 28 10:34:53 2025	1740713693	1	73	74	63
Fri Feb 28 10:34:53 2025	1740713693	1	73	74	58
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	35
Fri Feb 28 10:34:53 2025	1740713693	1	73	74	63
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	34
Fri Feb 28 10:34:50 2025	1740713690	2	71	74	28
Fri Feb 28 10:34:50 2025	1740713690	2	71	74	28
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	34
Fri Feb 28 10:34:53 2025	1740713693	0	73	74	63
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	29
Fri Feb 28 10:34:53 2025	1740713693	1	73	74	62
Fri Feb 28 10:34:58 2025	1740713698	1	73	74	60
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	38
Fri Feb 28 10:34:56 2025	1740713696	6	68	74	33
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	34
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	35
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	28
Fri Feb 28 10:34:54 2025	1740713694	3	71	74	44
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	30
Fri Feb 28 10:34:53 2025	1740713693	0	73	74	64
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	39
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	31
Fri Feb 28 10:34:52 2025	1740713692	2	72	74	46
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	31
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	32
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	33
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	32
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	40
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	41
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	41
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	42
Fri Feb 28 10:34:53 2025	1740713693	0	73	74	63
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	43
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	42
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	29
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	45
Fri Feb 28 10:34:53 2025	1740713693	0	73	74	64
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	33
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	30
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	38
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	37
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	37
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	39
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	31
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	38
Fri Feb 28 10:34:53 2025	1740713693	0	73	74	64
Fri Feb 28 10:34:56 2025	1740713696	6	68	74	32
Fri Feb 28 10:34:54 2025	1740713694	2	71	74	45
Fri Feb 28 10:34:54 2025	1740713694	2	71	74	45
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	44
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	45
Fri Feb 28 10:34:54 2025	1740713694	2	71	74	46
Fri Feb 28 10:34:52 2025	1740713692	2	72	74	47
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	48
Fri Feb 28 10:34:58 2025	1740713698	1	73	74	60
Fri Feb 28 10:34:56 2025	1740713696	6	68	74	32
Fri Feb 28 10:34:54 2025	1740713694	2	71	74	46
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	45
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	54
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	48
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	47
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	49
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	50
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	50
Fri Feb 28 10:34:58 2025	1740713698	1	73	74	61
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	51
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	53
Fri Feb 28 10:34:54 2025	1740713694	1	72	74	61
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	55
Fri Feb 28 10:34:54 2025	1740713694	1	72	74	57
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	56
Fri Feb 28 10:34:54 2025	1740713694	1	72	74	56
Fri Feb 28 10:34:54 2025	1740713694	1	73	74	61
Fri Feb 28 10:34:52 2025	1740713692	2	72	74	47
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	52
Fri Feb 28 10:34:54 2025	1740713694	2	72	74	53
Fri Feb 28 10:34:54 2025	1740713694	1	73	74	61
Fri Feb 28 10:34:54 2025	1740713694	1	73	74	61
Fri Feb 28 10:34:54 2025	1740713694	1	73	74	61
Fri Feb 28 10:34:56 2025	1740713696	6	68	74	31
Fri Feb 28 10:34:54 2025	1740713694	1	73	74	62
Fri Feb 28 10:34:54 2025	1740713694	1	73	74	62
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	44
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	45
Fri Feb 28 10:34:52 2025	1740713692	2	72	74	48
Fri Feb 28 10:34:54 2025	1740713694	1	73	74	62
Fri Feb 28 10:34:58 2025	1740713698	1	73	74	61
Fri Feb 28 10:34:58 2025	1740713698	1	73	74	62
Fri Feb 28 10:34:56 2025	1740713696	6	67	74	31
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	43
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	38
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	39
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	46
Fri Feb 28 10:34:50 2025	1740713690	3	70	74	44
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	38
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	41
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	40
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	39
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	42
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	43
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	42
Fri Feb 28 10:34:56 2025	1740713696	7	67	74	31
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	41
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	40
Fri Feb 28 10:34:52 2025	1740713692	2	72	74	48
Fri Feb 28 10:34:50 2025	1740713690	5	69	74	34
Fri Feb 28 10:34:50 2025	1740713690	5	69	74	34
Fri Feb 28 10:34:50 2025	1740713690	5	69	74	35
Fri Feb 28 10:34:50 2025	1740713690	4	69	74	36
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	37
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	28
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	32
Fri Feb 28 10:34:56 2025	1740713696	7	67	74	30
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	32
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	33
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	34
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	32
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	33
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	36
Fri Feb 28 10:34:50 2025	1740713690	5	69	74	35
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	31
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	31
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	27
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	27
Fri Feb 28 10:34:52 2025	1740713692	2	72	74	49
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	48
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	28
Fri Feb 28 10:34:50 2025	1740713690	4	70	74	27
Fri Feb 28 10:34:56 2025	1740713696	7	67	74	30
Fri Feb 28 10:34:52 2025	1740713692	2	72	74	50
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	26
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	48
Fri Feb 28 10:34:56 2025	1740713696	7	67	74	29
Fri Feb 28 10:34:52 2025	1740713692	2	72	74	51
Fri Feb 28 10:34:56 2025	1740713696	7	67	74	29
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	26
Fri Feb 28 10:34:50 2025	1740713690	3	71	74	26
Fri Feb 28 10:34:56 2025	1740713696	7	67	74	28
Fri Feb 28 10:34:50 2025	1740713690	3	72	74	49
Fri Feb 28 10:34:50 2025	1740713690	3	72	74	26
Fri Feb 28 10:34:50 2025	1740713690	2	72	74	50
Fri Feb 28 10:34:50 2025	1740713690	0	74	74	15
Fri Feb 28 10:34:56 2025	1740713696	1	73	74	65
Fri Feb 28 10:34:56 2025	1740713696	1	73	74	65
Fri Feb 28 10:34:52 2025	1740713692	2	73	74	53
Fri Feb 28 10:34:56 2025	1740713696	1	73	74	65
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	61
Fri Feb 28 10:34:50 2025	1740713690	3	72	74	25
Fri Feb 28 10:34:50 2025	1740713690	0	74	74	15
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	60
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	60
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	59
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	54
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	59
Fri Feb 28 10:34:50 2025	1740713690	0	74	74	16
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	59
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	54
Fri Feb 28 10:34:52 2025	1740713692	1	73	74	55
Fri Feb 28 10:34:50 2025	1740713690	1	74	74	16
